epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
89,570.711,0.73776,0.52798,1.01974,0.9314,0.7335,0.82289,0.50149,1.31474,0.71615,1.40419,9.19632e-05,9.19632e-05,9.19632e-05
90,577.035,0.72941,0.52009,1.01761,0.91795,0.74195,0.82559,0.5101,1.27158,0.70717,1.35535,8.48946e-05,8.48946e-05,8.48946e-05
91,584.475,0.72434,0.51589,1.01263,0.91209,0.73996,0.82108,0.49975,1.3295,0.72167,1.40228,7.7826e-05,7.7826e-05,7.7826e-05
92,591.191,0.71981,0.51364,1.01013,0.92296,0.71869,0.81923,0.50703,1.28791,0.70926,1.37277,7.07574e-05,7.07574e-05,7.07574e-05
93,597.947,0.72334,0.51447,1.00945,0.89778,0.735,0.82171,0.50726,1.31757,0.71442,1.39649,6.36888e-05,6.36888e-05,6.36888e-05
94,604.26,0.72033,0.51075,1.00744,0.92968,0.73169,0.82464,0.50772,1.29019,0.71024,1.37131,5.66202e-05,5.66202e-05,5.66202e-05
95,610.98,0.71964,0.51181,1.00869,0.92011,0.73362,0.82341,0.50645,1.30408,0.70483,1.38733,4.95516e-05,4.95516e-05,4.95516e-05
96,617.716,0.71568,0.50622,1.00722,0.9176,0.73838,0.82446,0.50429,1.31171,0.70669,1.39323,4.2483e-05,4.2483e-05,4.2483e-05
97,624.82,0.70682,0.50251,1.00369,0.93294,0.73185,0.82683,0.5047,1.3156,0.71458,1.40083,3.54144e-05,3.54144e-05,3.54144e-05
98,631.565,0.70856,0.50141,1.00809,0.9261,0.73315,0.82363,0.50616,1.30225,0.71498,1.39487,2.83458e-05,2.83458e-05,2.83458e-05
99,637.886,0.70488,0.4987,1.00685,0.91666,0.73568,0.82453,0.50835,1.29619,0.71227,1.38875,2.12772e-05,2.12772e-05,2.12772e-05
100,644.192,0.70412,0.50298,1.00112,0.91681,0.73846,0.82546,0.5046,1.30568,0.71129,1.39986,1.42086e-05,1.42086e-05,1.42086e-05
