epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,402.19,0.86,0.74506,1.10937,0.90809,0.66726,0.77156,0.46255,1.38444,0.84526,1.44879,0.000296953,0.000296953,0.000296953
61,408.623,0.85312,0.74026,1.10539,0.88594,0.69035,0.78316,0.46359,1.38364,0.83668,1.43474,0.000289884,0.000289884,0.000289884
62,415.039,0.84837,0.73587,1.11005,0.85402,0.71452,0.78091,0.48498,1.31886,0.81434,1.3826,0.000282815,0.000282815,0.000282815
63,421.477,0.85438,0.7363,1.10396,0.91217,0.69407,0.7799,0.46841,1.40343,0.82926,1.43614,0.000275747,0.000275747,0.000275747
64,427.868,0.85075,0.72957,1.1018,0.89209,0.70589,0.78048,0.46155,1.42889,0.8147,1.46349,0.000268678,0.000268678,0.000268678
65,434.248,0.84175,0.72242,1.09834,0.89115,0.69219,0.77663,0.45802,1.41501,0.84478,1.4634,0.00026161,0.00026161,0.00026161
66,440.655,0.84794,0.72101,1.09943,0.86743,0.70205,0.77869,0.46224,1.39632,0.83358,1.45035,0.000254541,0.000254541,0.000254541
67,447.064,0.83093,0.70975,1.09231,0.84884,0.69641,0.77386,0.47346,1.34415,0.82022,1.40682,0.000247472,0.000247472,0.000247472
68,453.502,0.84101,0.7168,1.09638,0.90195,0.67097,0.77131,0.47806,1.3198,0.81971,1.39366,0.000240404,0.000240404,0.000240404
69,459.908,0.83608,0.70972,1.09219,0.88746,0.70491,0.78463,0.45625,1.41847,0.82132,1.47148,0.000233335,0.000233335,0.000233335
70,466.345,0.82128,0.69785,1.08664,0.90602,0.69302,0.78686,0.47676,1.36362,0.82365,1.42959,0.000226267,0.000226267,0.000226267
71,472.728,0.83423,0.70428,1.09029,0.91476,0.69845,0.79469,0.47646,1.34684,0.79925,1.43577,0.000219198,0.000219198,0.000219198
72,479.135,0.82538,0.70757,1.09276,0.87692,0.71821,0.79234,0.48626,1.29557,0.80112,1.37633,0.000212129,0.000212129,0.000212129
73,485.557,0.82005,0.69613,1.08408,0.87204,0.70101,0.77889,0.47237,1.42313,0.8132,1.46724,0.000205061,0.000205061,0.000205061
74,491.995,0.82451,0.69358,1.07994,0.88551,0.70959,0.78963,0.47389,1.3477,0.79256,1.40954,0.000197992,0.000197992,0.000197992
75,498.38,0.82546,0.69295,1.08038,0.89991,0.70381,0.78998,0.49357,1.30195,0.78355,1.38293,0.000190924,0.000190924,0.000190924
76,504.893,0.81615,0.68787,1.08094,0.8808,0.71274,0.78904,0.48533,1.34559,0.79143,1.42702,0.000183855,0.000183855,0.000183855
77,511.301,0.80582,0.68232,1.07816,0.87638,0.72378,0.7951,0.49396,1.30198,0.76705,1.40758,0.000176786,0.000176786,0.000176786
78,517.693,0.80318,0.67537,1.07511,0.88103,0.71704,0.79019,0.49091,1.3175,0.775,1.39329,0.000169718,0.000169718,0.000169718
79,524.085,0.80559,0.67417,1.0716,0.91763,0.70388,0.79827,0.47002,1.38492,0.78442,1.45245,0.000162649,0.000162649,0.000162649
80,530.488,0.80808,0.67417,1.07534,0.91336,0.71303,0.79669,0.48552,1.30351,0.77665,1.39259,0.000155581,0.000155581,0.000155581
81,536.889,0.79288,0.66563,1.07092,0.89962,0.71303,0.79558,0.49359,1.29664,0.77013,1.37914,0.000148512,0.000148512,0.000148512
82,543.271,0.80067,0.66775,1.07188,0.88875,0.71341,0.79477,0.48906,1.30711,0.77177,1.3973,0.000141443,0.000141443,0.000141443
83,549.654,0.79752,0.66473,1.06709,0.89081,0.71388,0.7873,0.4869,1.3103,0.78625,1.4007,0.000134375,0.000134375,0.000134375
84,556.087,0.793,0.66941,1.06932,0.87214,0.72554,0.79338,0.49035,1.30906,0.77819,1.39384,0.000127306,0.000127306,0.000127306
85,562.525,0.7808,0.65922,1.06408,0.87597,0.72356,0.79294,0.49358,1.27607,0.78201,1.3832,0.000120238,0.000120238,0.000120238
86,568.911,0.78403,0.65555,1.06638,0.8878,0.72006,0.7918,0.49519,1.30664,0.77729,1.38586,0.000113169,0.000113169,0.000113169
87,575.331,0.78591,0.65403,1.062,0.87922,0.72772,0.7943,0.48658,1.32434,0.77273,1.40613,0.0001061,0.0001061,0.0001061
88,581.731,0.78282,0.65661,1.06505,0.90162,0.71545,0.80213,0.50019,1.26929,0.76012,1.37309,9.90318e-05,9.90318e-05,9.90318e-05
89,588.148,0.7723,0.6519,1.06291,0.87545,0.72327,0.79533,0.49855,1.27467,0.75543,1.37991,9.19632e-05,9.19632e-05,9.19632e-05
90,594.562,0.76734,0.63615,1.05638,0.88045,0.72272,0.79692,0.49621,1.27326,0.76544,1.37489,8.48946e-05,8.48946e-05,8.48946e-05
91,601.712,0.78687,0.58183,1.0619,0.8791,0.72728,0.79318,0.49319,1.30329,0.77251,1.39743,7.7826e-05,7.7826e-05,7.7826e-05
92,607.962,0.76552,0.55853,1.04918,0.85434,0.73846,0.79589,0.49646,1.27325,0.76254,1.37371,7.07574e-05,7.07574e-05,7.07574e-05
93,614.683,0.76784,0.55437,1.04824,0.90798,0.71721,0.79737,0.4996,1.27471,0.75782,1.37253,6.36888e-05,6.36888e-05,6.36888e-05
94,620.954,0.76091,0.54775,1.04512,0.90681,0.70536,0.79698,0.50265,1.27686,0.75436,1.38074,5.66202e-05,5.66202e-05,5.66202e-05
95,627.274,0.75742,0.54706,1.04462,0.90641,0.71751,0.79888,0.5032,1.26798,0.75105,1.3752,4.95516e-05,4.95516e-05,4.95516e-05
96,633.592,0.75213,0.54441,1.0426,0.88718,0.72802,0.80579,0.50484,1.27158,0.74388,1.37225,4.2483e-05,4.2483e-05,4.2483e-05
97,639.858,0.74388,0.53674,1.03927,0.88234,0.72817,0.79921,0.49952,1.2816,0.74676,1.3832,3.54144e-05,3.54144e-05,3.54144e-05
98,646.305,0.7453,0.53561,1.04218,0.89965,0.73564,0.80459,0.50382,1.25196,0.73401,1.36841,2.83458e-05,2.83458e-05,2.83458e-05
99,653.079,0.74054,0.53276,1.04208,0.88588,0.73838,0.81094,0.5073,1.25424,0.73351,1.37208,2.12772e-05,2.12772e-05,2.12772e-05
100,659.349,0.73973,0.53398,1.03539,0.88633,0.73404,0.80315,0.50341,1.26897,0.73831,1.38347,1.42086e-05,1.42086e-05,1.42086e-05
